id,premise,hypothesis,lang_abv,language,label
f9f53df28c,gaieti theatr south king street worth visit ornat dcor,gaieti theatr must visit beauti decor,en,English,0
9d3282860c,recal william randolph hearst castl caleornia imagin juxtaposit ancient roman chines sculptur fine venetian glass chandeli syvr porcelain old flemish master naughti french erotica,art sculptur locat,en,English,2
a17e72157b,mt mi quan cha con ci da trn hp tc bit quan trng trong vic gip nhng tr cng tip thu cc tiu chun ca cha,tr ln ln bn cnh cha lun lun gy phin,vi,Vietnamese,2
4b73581fda,не си сигурен дали си бил ясен на чия страна си,не знаем кой подкрепяте при изборите,bg,Bulgarian,1
38f2f5bba1,execut effect implement govern perform result act gaoggd june,execut work hard make govern act realiti,en,English,1
2d486cf2b6,number expens jewelri dutyfre shop good price us dollar dutyfre good must alway paid foreign currenc,sure bring currenc us dollar buy good dutyfre shop,en,English,0
a56fc7e76f,subsequ alter data readili detect,alter detect,en,English,0
f1e75500a0,dont know,dont know answer,en,English,1
ca161933da,manag control much countri near centuri muslim leader saladin salahaddin defeat,defeat saladin muslim leader lost control larg part countri,en,English,0
bce3065cd0,sculptur dome personif commerc river god includ anna livia set main door edward smyth also respons statu gpo,dome bare plain,en,English,2
0cea2a8b02,ваш помощ сегодн позвол укреп наслед филантроп америк пут расширен важн образовательн лидерск массов программ центр,могл помоч нам расшир наш информационнопропагандистск программ,ru,Russian,0
d2d82ab664,exampl cfo council offic manag budget omb aggress work eight prioriti initi outlin feder financi manag status report fiveyear plan,cfo council omb lax prioriti initi,en,English,2
9d60382636,almost midtown massabiell quarter faubourg de massabiell sometim describ picturesqu citi,massabiell quarter touristi place,en,English,0
d0a6ecbdd3,,,zh,Chinese,2
7dfe642c38,along eastern coastlin sever fine beach perfect windsurf condit wide shallow bay,mani fine beach along shallow bay,en,English,0
1a2b0a1ed7,elig individu rule appli state substanti enforc statutori requir,matter whether state enforc statutori requir,en,English,2
42fd63a879,,,hi,Hindi,1
f522c90067,uh well know know sever singl mother absolut cant afford go singl uh mean babysitt less,know singl mom wouldnt abl afford,en,English,0
b9be46b057,hey problem fine polici,worst polici ever,en,English,2
7ce8493b42,,blood,zh,Chinese,2
a06e32bf97,today possibl buy cheap papyrus print gaudi egyptian scene almost everi souvenir shop countri authent sold pharaon villag cairo papyrus grown process handpaint site,pharaon villag cairo place one buy authent papyrus,en,English,2
9d0237d559,woman roll drew two spear hors roll broken rest,roll pile money,en,English,2
19be5479c6,meanwhil critic left argu unit state fail interven rwanda intervent kosovo moral suspect probabl racist,us interven rwandan conflict,en,English,0
a0b8fbbccc,kusisitiza ni kama ibada,kuwa thabiti ni kama kufanya mila,sw,Swahili,0
988c2b4621,john kasich drop presidenti bid,john kasich drop presidenti race,en,English,0
2943608f26,miss tuppenc said sir jame know place better,sir jame expect miss tuppenc give direct,en,English,1
a69dbbf177,umhum yeah still pretti much know winter far goe,winter year,en,English,1
3a2c727478,shrug,never bother shrug thing,en,English,2
2859b7d71e,far howev number mail piec lost altern billpay method small materi impact firstclass volum,occasion mail lost often,en,English,1
cc588dc9e6,nombr chic trist,nombr chic cay,es,Spanish,1
5e548966dd,shes smile eye close,eye widen smile,en,English,2
0989d728ff,total volum grew,overal volum decreas,en,English,2
46ef676d38,know truth propos read certain passag throw light extraordinari mental great man open book turn thin page,two thin page stuck togeth leaf paus separ care,en,English,1
297ea58a44,de wit work like actual monarch produc portrait,de wit use fiction monarch produc portrait,en,English,2
82f6e0fb23,parti broad aim support capitalist polici continu close tie britain rest commonwealth,radic social isolation primari aim parti platform,en,English,2
5c39ecdf25,like well,probabl hate dont,en,English,2
54ade6115f,ssa consid comment receiv april issu revis regul necessari,regul revis necessari ssa consid comment receiv april,en,English,0
539ae95203,even entir unifi surplus save gdp per capita would fall somewhat short us histor averag doubl everi year,gdp would still even given condit,en,English,1
d3f7456283,major journey one part countri anoth say milan rome napl enjoy train buff travel plenti time patienc curios,take eight hour get milan napl train,en,English,1
6ec2d6898a,wills point ti khng bit bn bit khng,cambridge,vi,Vietnamese,2
1c2f18acde,rt lui ca lamar alexander chng cht gi tr mc khng lm tng mc phi lgc,mt logic cho cch ca lamar alexander,vi,Vietnamese,0
a532cad9bc,แน่นอน พวกเขาถามฉันว่าทำไมฉันถึงไป,พวกเขาถามว่าทำไมฉันถึงอยู่บ้าน,th,Thai,2
e50ba1d750,dramat cliff serra de tramuntana mountain rang hug coastlin entir northwest north andratx way cape formentor,serra de tramuntana mountain far away coast,en,English,2
b83aa63310,h gleich auerhalb st louis jefferson city st louis mo gelebt,lebt texas,de,German,2
6d6f419328,well think uh mean far retir,never discuss retir,en,English,2
25c54abba6,general motor instanc lost million strike investor treat cost kind extraordinari charg valu compani loss never happen,gm lost lot money labor disput victori end,en,English,1
a490212fac,attract color ukiyo woodblock print scroll paint found antiqu store secondhand bookstor even templ market,one locat buy woodblock print scroll paint,en,English,2
b9c5d39b66,sich einfach,gibt sich einfach,de,German,0
e553df601e,,,zh,Chinese,2
8c2dcfd3cb,penrith blencathra also celtic name establish earli period settlement,penrith blencathra celtic name establish earli period,en,English,0
0fea553ec3,women provid shelter outreach domesticviol victim alreadi fulltim attorney,women need hire fulltim lawyer,en,English,2
bd2cea0af2,might hes afraid hell lose,might afraid hell lose,en,English,0
778b42d0d9,palabr encaj pued devolv,tod palabr adecu,es,Spanish,2
d723ee6c6a,vishnus wife lakshmi goddess good fortun,lakshmi vishnus wife goddess good fortun,en,English,0
fb8c6672ea,,,el,Greek,2
7a3f9f87f6,جیسا کہ ہم دیکھ لیں گے، دونوں صورتوں میں، یہ ظاہر ہوتا ہے کہ کائنات میں کچھ گھیر چل رہا ہے جو مکمل طور پر مستحکم نہیں ہے,ایسا لگتا ہے کہ کائنات میں جانے والی گہری کچھ چیزیں ہیں,ur,Urdu,0
d19e913903,obvious constrain bondag black nonetheless forg cultur rich religi observ folk tale famili tradit song,hold trad ion high valu thing,en,English,2
5534ffc913,,,hi,Hindi,0
c0a2fbe1ec,การเชื่อมต่อ scr อาจเกิดขึ้นได้ในช่วงขาดสัญญาณสัปดาห์ที่สามถึงห้า,การเชื่อมต่อ scr เป็นส่วนแรกของชุดนี้,th,Thai,1
0048700d8e,littl inde answer tuppenc pleas note whittington uneasi augment instead allay,whittington final eas tuppenc repli inquiri,en,English,2
74574e21f0,,,hi,Hindi,1
2fc01dfe94,nont neig savent quest neig paniquent quand a neig sol oh amarillo eh bien cest pr dic depuis combien temp raleigh,gen damarillo refusent quitt maison quand a neig,fr,French,1
3a905b3513,man look girl,man never notic girl,en,English,2
8b4a803470,вече сме изминали дълъг път но и много ни остана,остават още точно пет задачи които трябва да бъдат изпълнени,bg,Bulgarian,1
2c222661d9,bundan ok fazlasn yapyorsun,yeterince para kazanmyorsun,tr,Turkish,2
fc92796f66,angri consum would complain cheapo car care,angri consum would complain realli bad car wash,en,English,1
3b5e98b36a,polit antidemocrat replac congression execut branch decisionmak,antidemocrat take decisionmak away execut branch dc,en,English,1
4135b45098,although claim data provid accur inform health care use ensur adequ followup purpos obtain inform patient selfreport import mani peopl report alcoholrel event insur compani,patient natur alway report insur compani health problem may direct result alcohol,en,English,2
8ab6ef9088,marriag import institut,marriag crucial societi,en,English,1
eebed5cecb,window cost local comput superstor,window bargain,en,English,1
bdc0f09509,,,el,Greek,0
632cd941bd,oh yes sir dorca look curious tell truth,interest,en,English,2
af36f7d1bb,jon saw ride smoke,rode smoke jon watch,en,English,0
fe1b842f7b,ภรรยาของฉันพูดว่า ขยักคิ้วขึ้น,ภรรยาของตาเหล่ขณะที่เธอพูด,th,Thai,2
cf5781f2ad,dont know answer fella,buddi cant answer question,en,English,0
0094c9e57b,zerinde allan bir salk etkisi iin eiin altnda olan hava kirlilii seviyelerinin etkiye olmad varsaylmaktadr,hava kirliliinin seviyesi olursa olsun insan sal zerinde hi bir etkisi yoktur,tr,Turkish,2
04fb6738b9,unleash day reign terror left madeiran dead stock sugar destroy island plunder,terribl attack day reign,en,English,0
ff3dc7e732,kendini bishopun ellerine teslim edeceksin diyerek pitt onu uyard,piskopos acmak nedir bilmeyen eytani bir insand,tr,Turkish,1
23133041bf,harvard meydanna bir akam alternatifi aryorsanz cambridge caddesinin altnda bulunan hispanik tat veren inman meydanna gidin,harvard meydan geceleri mkemmel deil,tr,Turkish,0
113d1aa1c3,abschlieend mchte frag finanzier eingeh,mchte ber untersttz red lehr entgeg gebracht,de,German,2
d4322833aa,จากผลการประเมินความเสี่ยงนี้ เซ็นเตอร์ลิงค์ได้พัฒนากลยุทธ์การป้องกันแบบเจาะจงหลายแนวซึ่งมุ่งไปที่การให้ความรู้ผู้รับผลประโยชน์และนายจ้างเกี่ยวกับข้อกำหนดในการชี้แจงรายได้,centrelink มีกลยุทธ์มากมายในการสอนผู้คนถึงวิธีการรายงานรายได้เพราะว่ารัฐบาลสูญเสียเงินมากมายจากความผิดพลาด,th,Thai,1
37daade8b2,exhibit often held splendid entranc hall,exhibit entranc hall usual excit,en,English,1
0e3407b62b,done spectacular,spectacular result way describ impact past work,en,English,1
ffe6bcae33,هذه منطقة رمادية، كما يقول جون كيركوود، وهو من رابطة المكتبات الأمريكية في متروبوليتان شيكاغو,أسس جون كيركوود جمعية المكتبات الأمريكية في متروبوليتان شيكاغو,ar,Arabic,1
af0442b387,rock soft textur bought varieti shape,textur rock come way form,en,English,1
bccdbbea58,your much right juri may may see way get littl anticip know anxious go well know,even though your correct juri might think differ,en,English,0
81cb5ca428,neredeyse eyin siyasallamas edebi ksm hzl ilerliyor,neredeyse hereyin siyasilemesi hala kprdamamaktadr,tr,Turkish,2
851cd268d5,ft wide ft high built ptolemi total reconstruct templ year bc,ptolomi built mani templ big,en,English,1
2acff2ac64,probabl true democraci unlik go war unless theyr attack sometim first take offens,democraci probabl go war econom issu,en,English,2
466e391be2,mimi nakubali kama njia pekee ya kutuokoa wote kutokana na uharibifu fulani ambako kitendo changu mwenyewe kinaweza kutuletea,ninaweza kuwa nilileta shida mwanzo lakini nitapata suluhisho,sw,Swahili,0
dab56ff5fc,ในบางแง่นั้นการทำงานร่วมกันก็เริ่มดีขึ้น และในบางแง่ก็แย่ลง,เงินทุนสำหรับการดำเนินงานร่วมกันได้เพิ่มขึ้น แต่ค่าใช้จ่ายในการบริหารก็เพิ่มขึ้นเช่นกัน,th,Thai,1
e56010e429,know come south give space wide town launch attack,south total protect attack,en,English,2
7358404384,altern sousa goncalv rua castanheiro unibasket rua carmo tel funchal,place funchal,en,English,0
50c74cd000,beobachtet subtil verschied schattier braun gras bum dreck staub falk mus stimmt,bod tausend verschied farb,de,German,1
78286d5a27,philosophi weapon hand,dont allow weapon,en,English,2
5d2ecc6e73,acquaint mine becom orthodox code,acquaint shi away becom orthodox code,en,English,2
2b2fda9b24,,,zh,Chinese,1
040d759c80,yaptnz eyi tam olarak anlyorum ksmen olsa farkndaym kendim iin dnerek uyarlm olabilirsiniz,benim zgn hissetmemi salayaca iin bana sylememeyi dnmene ramen geminin batmasna izin verdin,tr,Turkish,1
8a98cda253,не вярвам че възможната стойност на реконструкцията надвишава риска от възможно прекратяване на програмата когато залозите са вдигнати от талибаните парадиращи с овъгления predator пред cnn пише той,хищникът е бил замесен в пожар причинен от електрическа повреда,bg,Bulgarian,1
1a147559b0,wear either reveal cloth profession cloth perhap,sometim cleavag show sometim shes cover,en,English,1
9033e305e7,found affirm member includ inform resourc manag profession within feder academ industri sector,affirm recruit top member manag profess,en,English,1
5b951e5763,whether govern postal servic engag kind negoti deserv serious studi,alreadi certain postal servic engag negoti,en,English,2
231171a635,wonder whether could win general elect come right lane democrat parti,might run general elect governor conserv democrat,en,English,1
fb1f92a229,,,zh,Chinese,1
1c2ebffb2f,นั้นเป็นทางที่เงินไป,นั่นเป็นวิถีปกติของสิ่งของที่คู่กับเงิน,th,Thai,1
617f3e7990,,,zh,Chinese,0
dc97de05ac,,,el,Greek,2
ce2beb09c5,но за него него няма надежда в това извика тя,със сигурност все още имаше надежда за него,bg,Bulgarian,2
3445e64361,และคุณมีความพึงพอใจที่รู้ว่าเพื่อนร่วมงานของคุณกำลังเร่งที่จะเลียนแบบการตัดสินใจที่ดีของคุณ,เพื่อนร่วมงานของคุณยินดีที่จะให้ความเท่าเทียมกับการตัดสินใจของคุณ,th,Thai,1
62150adf6b,,,el,Greek,0
30295e09c8,yep see cabl,yes cabl,en,English,0
2065a2af4f,vineyard hug gentl slope vosg rhine valley along singl narrow km mile strip stretch marlenheim west strasbourg thann outsid mulhous,slope vosg rhine valley place appropri vineyard,en,English,1
589ea0d31b,сенат соглас надзор исследован ядерн оруд необход нов служб,сенат счита нов агентств необходим след исследован област ядерн оруж,ru,Russian,0
e6bba6baa6,michael b wachter univers pennsylvania colleagu conclud wage fring benefit premium postal bargain labor forc,wachter teach econom univers pennsylvania,en,English,1
d6f8ff2b21,fellow fli hot air balloon sudden realiz lost,fellow fli hot air balloon know whereabout,en,English,2
22195cfffc,instanc clinton cite execut privileg reason hold back memo fbi director loui freeh critic drug polici bob dole assert presid basi refus divulg,bob dole state clinton right privileg action involv presid,en,English,1
36a87637e1,,,zh,Chinese,2
eb7ef9a06e,wall street journal busi bulletin fact dramat profound welloff countri isamerican throw approxim percent stuff buy supermarket,american throw away percent buy foreign supermarket,en,English,1
d728be0909,за и годишните въпросите почесто са свързани с наративна организация какво ще стане след това,петгодишните се интересуват от това което се случва покъсно,bg,Bulgarian,0
9a6227905c,مختلف، أنواع مختلفة تماما من المظلات وفي طائر يحلق بسرعة، أه، ثلاثة أضعاف سرعة الصوت أي أكثر من ميل في الساعة,إنه يطير أكثر من ميل في الساعة,ar,Arabic,0
8a51725495,anfang mai bekam cia lad sudan vielleicht verlass,cia sich ladin mehr jahr sudan bleib wrde,de,German,2
6bdda51b01,get chair overturn,lose object entir chair overturn,en,English,2
e1eab94ef6,относно получаването на чисти паспорти и двата повредени паспорта вижте разузнавателните доклади разпити на ksm юли г септември г,ksm никога не успя да получи чисти документи,bg,Bulgarian,2
deb94af777,volcanozon resid evacu great cost french govern,volcanozon resid evacu expens french govern,en,English,2
001c0db669,sana borlandm borlandm dndm,sana borcu olduunu hibir zaman dnmemiti,tr,Turkish,2
9383286f3e,yeah yeah yeah well that way might seem outward boy there lot go,lot bad insid,en,English,1
9ffea814b3,trbenin iindeki akustik ok hassas yaklaan dier ziyaretilerin sesini abartyor,akustikler ark sylemek iin harika,tr,Turkish,1
97f1ca9ca1,mani restaur bar live music,live music found mani restaur bar,en,English,0
91d1b053b4,alcald giuliani junt comision polic bomber director oem movi rpid haci nort estableci puest com oper emergent academi polic,moment ms dos docen person involucr gestin puest com,es,Spanish,1
9ec3a493de,half nativ island children mother tradit respons bring handl money make key domest decis,mother respons rais nativ island children,en,English,0
c5704de1b7,mortifi enough difficulti lazi pathet formless youth round peg squar hole whatev want,mani youth lazi,en,English,0
cc3d7342b7,дан служб явля безупречн,эт отличим выда сервис,ru,Russian,0
c99a6639b3,ogle wolverstone,,el,Greek,2
2691c2ab96,similar oim revis electron grant renew applic accommod new inform sought lsc ensur greater eas user,chang made grant renew applic provid extra inform lsc,en,English,0
1073b61393,jemal autobiographi schreib wrterbuchnam ort mensch definiert bezug persnlich wichtig,wichtig autobiographi mglich zugnglich,de,German,2
c96bb2c01a,mayor cas tendrn nacimient prepar oracion villanc,escen nacimient complej,es,Spanish,1
95c1ad32c0,disord hard seem exist stimul ritalin came along,time disord seem exist ritalin came around,en,English,2
cef3bced3e,villag much less develop therein lie essenc mani delight,peopl live villag develop would skyrocket,en,English,1
a1d1512faf,уолкът се е обучавал да бъде художник като своя баща учител който е починал когато уолкът е бил бебе а изобилие е найхудожествената му книга по метод и тематика,бащата на уолкот предпочитал работата си като художник пред преподавателската си професия,bg,Bulgarian,1
55fe301795,done said last,wont easi done,en,English,1
b3dd9aaccb,,,el,Greek,2
bc592535ae,well first thing wonder see coupl differ way talk privaci um privaci someth disturb privat state mean invas privaci someth disturb privat state that one thing privaci someth come privat state extract inform word find someth that anoth first kind invas first type privaci seem invad much everyday countri second type least overt uh someon come uh find inform privat uh seem uh um obvious everyday,invas privaci sever punish teach crimin worth,en,English,1
cac0dc4895,ctait comm si rejet tait certain gard sav faon dont trait sav autr petitsenf,trait autr petitsenf diffrent,fr,French,0
e0a10d2700,ประชาชนในสหรัฐอเมริกาหวังที่จะเพลิดเพลินกับผลแห่งสันติ เนื่องจากการใช้เงินในการรักษาความปลอดภัยของชาติสหรัฐอเมริกาถูกตัดไปตามการสิ้นสุดลงของภัยคุกคามทางทหารของโซเวียต,งบประมาณการป้องกันถูกตัดมากกว่าห้าหมื่นล้านดอลลาร์ต่อปี,th,Thai,1
b5e8546097,mt gi mi tc nu vi khun mt mi dy rng ln,mi tc nu mt rng trong ming,vi,Vietnamese,0
22b39d8c51,great novelti expens,find experi isnt worth price,en,English,1
11cbe7f008,barney frank dmass log best sound bite rep,barney frank wellknown repres constitu,en,English,1
9491ec03be,беше открил единствения начин и макар и да му беше отблъскващ той трябваше да го вземе,избра да го сграбчи въпреки че то се опита да го отблъсне,bg,Bulgarian,0
7c1412b5d0,صامويل شينبين سوف يواجه عقوبة القتل في إسرائيل,سيخدم صموئيل شنبين جريمة قتل جملة في كندا,ar,Arabic,2
aa4d9157e1,بما أن كتاب ويلز لديه قائمة تحت عنوان pronunciation فقد نظرت إلى هناك ولكن دون جدوى,ساعدت قائمة النطق الجميع,ar,Arabic,2
f152469bb0,hearti sabbath meal,hearti meal offer sabbath,en,English,0
201b54ef3d,yeah crawl,chanc crawl thing,en,English,1
ef1bcec2fa,quoi quil environ euh ah souvien chiffr,con chiffr exact tout,fr,French,2
10163ad86b,hinunt gehst ausrstung frau hol soll krze schiff flott geschickt deutet boot sprach,gab flott schiff,de,German,0
db5f93607c,където той беше той син на министър той имаше те имаха собственост и тн бяха с много добри връзки в обществото и към тях се отнасяха с огромно уважение,баща му беше осъждан и никога не ходеше на църква,bg,Bulgarian,2
4dd726abf2,never mind strictest read suppos creation took week,creation appar took week suppos read,en,English,0
31e83fc3d9,yeah exact that say youll youll youll much better get older know lot kid resent thing parent tell stuff youv,kid dont like parent told,en,English,0
57dbc18f2d,fact haveman wolf statist analysi design rule similar altern theori leav us conclud move harm,think move benevol,en,English,2
2e70184147,ستساعد هذه المجموعة من المانحين بشكل مباشر المستشار على تلبية الاحتياجات الفورية لأعضاء هيئة التدريس والطلاب والموظفين,سيكون لدى مجموعة المانحين ممثل سوف يلتقي مع المستشار,ar,Arabic,1
aab8524689,okay type music like listen,hate music dont,en,English,2
fb00d91281,origin uh texa,texa,en,English,0
ffe75d125a,along eastern coastlin sever fine beach perfect windsurf condit wide shallow bay,shallow bay coastlin worst place windsurf,en,English,2
35b376efd9,inventori initi develop respons request ask agenc offici identifi agenc compon initi view success involv empow employe,agenc offici need identifi compon fail,en,English,2
55b4c869ce,never,happen soon,en,English,2
b4741dd423,alon could valuabl use,arent valueabl,en,English,2
c3c2822f8f,,,zh,Chinese,2
b9ae3a60ab,margin cost low newspap price preprint might low cent per piec,newspap preprint may cost littl nickel,en,English,0
2a8514eaba,ive yeah ive done high high school colleg thorough enjoy realli blast wife hate that way life guess,ive done past realli like,en,English,0
a9d88eb6de,cornwal beach anoth privat beach perfect sand shelter water found behind jamaica tourist offic build short distanc east along gloucest avenu,sever privat beach gloucest avenu,en,English,1
852b7a580c,,,hi,Hindi,2
67899196fc,моите също но мисля че е истински истински истински сериозна ситуация за много хора,мисля че всички се справят страхотно и нямат никакви притеснения,bg,Bulgarian,2
3134f8b818,voic even calm hint rage,mess nerv rage,en,English,2
77ce42ac79,yeah ill uh sometim ill put pour back saucepan ill put egg dish beat pour cornstarch milk mixtur egg,like add egg dish healthi,en,English,1
f37660fdce,ah foi repli poirot frank,poirot agre said,en,English,2
c97865cbbd,discov known villag john attract farmer pretti wife silenc bore quit differ interpret,john attract farmer pretti wife,en,English,0
262a5404f2,want punch button go,go punch button,en,English,0
60f747c356,accord auditor perform financi audit need profici appli aicpa standard guidanc contain sass,auditor must mani qualif,en,English,1
3c61fc2dbd,standard cost cost method attach cost cost object base reason estim cost studi mean budget rate rather accord actual cost incur,standard cost appli ledger,en,English,1
53340e0d5d,year gave morethan half million dollar western michigan legal servic,western michigan legal servic got half million dollar,en,English,0
8a88a0530c,,,hi,Hindi,1
c9b647bd65,bar also alway crowd special fine restaur consid take plastic check,bar alway pack,en,English,0
2cc2f555de,,,hi,Hindi,1
99215e8e29,втор уровен ложност эт брок защища хиллар раздуван сво собствен сканда,некотор счита неправд факт брок защища хиллар подня сво собствен рейтинг,ru,Russian,1
794072102a,tuppenc rose,tuppenc float air,en,English,1
39564f0a22,evet baz zel ilgi grubu,grup evre sorunlaryla ilgileniyor,tr,Turkish,1
d966e43ed0,slate could put someon reason grasp elementari financ balanc viewpoint charg write tax piec,slate put expert charg write tax piec,en,English,2
047f64d75f,auss mort invit pokmon prsent lopportun crer phnomn remplac den profit,lextinct pokemon nouvel opportun profit dun remplac vident,fr,French,0
19e9bc1487,disastr campaign russia found time moscow draw new statut comdiefrancais nation theater dissolv revolut,russia success invad hundr time,en,English,2
8dfb67d7b4,بالضبط لكني أعني بالقوانين الجديدة إنها حقاً صعبة الآن,بالتاكيد هو كذلك ولكن الأنظمة استغرقت وقتاً طويلاً لتصبح حقيقة,ar,Arabic,1
d7a0f3f210,saw must lead two live,must lead two live one perfect amiabl compani presid one whisper ear enemi back turn,en,English,1
1053f884d9,cold weather simpli trap along ground couldnt get away,weather got away easili,en,English,2
67c3e4c30a,mani restaur cafe welcom children,children welcom restaur cafe,en,English,2
e6566b0afa,وقال إنه إذا أخبره مستشاريه بوجود خلية في الولايات المتحدة لكانوا قد تحركوا للعناية بها,كان ليتولى أمر خلية في الولايات المتحدة الأمريكية لو أنه عرف بالأمر,ar,Arabic,0
147555107c,last year tuscaloosa turn point domest violenc sexual assault servic half women sought shelter use legal servic said execut director kathi benitez,half women scare legal system scare use legal servic,en,English,1
5a07812b7a,sidebar note controversi remain mar meteorit crash antarctica year scientist demolish evid meteorit contain live creatur explain meteorit contain molecul earth produc biolog process,scientist rule possibl meteorit contain life,en,English,0
979cb4a5b7,number began waft id say least five,pick least one number,en,English,1
16a0234919,magic space look sea beauti sculpt column cloister creat perfect framework grace delicaci moment medit,cloister overlook ocean nice spot medit reflect,en,English,0
165edb213c,ceo cfos vision make pfizer preemin corpor financ organ industri,order increas revenu ceo fire mani employe,en,English,1
f2d904292f,hata kama alikuwa acheka alijua baini kwamba kama alivyojua pitt kwamba kwenda kusini iyo asubuhi aliibeba maisha yake mkononi mwake,alijua atakuwa salama kabisa akiingia mtoni,sw,Swahili,2
620a4f0e63,будуч протестант пьер де кальв назнач британск суд мир угод решетк продава информац американск захватчик,пьер назнач пришл самостоятельн произвест арест торговл американц,ru,Russian,0
be329b54c6,ng bn tr khi bn,ch bn khi no ai gn bn sng bn mt vin vo bn,vi,Vietnamese,1
8b507d1600,spar einfluss vermg andersherum vermg einfluss sparverhalt,wohlhab mensch spar eher grer teil einkomm,de,German,1
2e8ba80197,sociologist specul add mine,add specul sociologist,en,English,0
aa9a7f07e8,rain last two week instead plant saint augustin grass front yard think would plow everyth rice field,rain enough make rice patti,en,English,0
7820c6c256,,pitt,el,Greek,0
38a47907f3,persev said firm optimist search final allow pack restaur eat dinner floor,seat tabl could eat,en,English,2
160bee2d54,true drug hangov know,noth like drug hangov,en,English,2
9e38ecef7a,well would help wish would got littl landfil space left go run end decad realli go,go run land space soon,en,English,0
d558e36157,в допълнение като се има предвид впечатляващите резултати на gao и възвръщаемостта на инвестициите има смисъл gao да получава отпускане на ресурси които са доста над средните за други федерални структури,gao е организация изискваща разпределение на ресурсите,bg,Bulgarian,0
d349c3ef63,spent number year servic intellig analyst,intellig analyst quit time,en,English,0
0b0c1fcbb3,top broad plateau metr feet long metr feet wide,plateau top meter long,en,English,0
f63c4d7383,h fnfundzwanz hundert leut beitrat h,mitglied wenigst fnfundzwanzighundert individu,de,German,0
a6facf92de,euh ensuit dmnag nouvel maison,emmnag nouvel rsidenc,fr,French,0
0bc3c783c4,legal aid commit justic,legal aid never commit justic,en,English,2
a6a8ce7397,ruler introduc buddhist hindu cultur brahmin minist govern elabor court ritual,ruler came introduc african cultur brahmin minist govern,en,English,2
9a3e8cbd22,yeah tri uh uh tri use insecticid tri even use insecticid lawn sometim cant manag,tri use insecticid ive read mani disconcert thing,en,English,1
788b1deff8,eer yapabilecek gcn varsa mist trail boyunca ilerle nevada elalesine doru emerald havuzunu ge kalabalklar gzden kaybetmeye balayacaksn,nevada elaleri kalabalklar nlemek iin harika bir yerdir,tr,Turkish,0
b31263456d,pull cloak tighter wish moment shave head,man wrap hos cloak bluster wind bitter cold outsid even,en,English,1
cb24fb9832,yanl inancn ustal ocuklarn inanlar gerekliin sadece tekrarlar deil yorumlar olarak grdklerini gstermektedir,ocuklar inanlar geree dayanmayan samalk olarak grrler,tr,Turkish,2
262de4d20a,um someth think ive notic friend think your go like uh law medicin particular specif field even even engin get meet lot requir public um institut,lawmedicin engin student often cant get job,en,English,2
91f5416c50,dont rememb,yes rememb,en,English,2
b00f560565,подозрева тяжел маск котор лорд джулиа тайн удивл,эт ситуац показа джулин забавн,ru,Russian,1
d98afcbc5d,howev wrap state may unanim petit administr determin total emiss affect egus reason project exceed ton later year make affect egus subject requir new wrap trade program,wrap state may unanim petit administr determin total emiss affect egus reason project exceed ton,en,English,0
81f4a7b25d,thought work liddi campaign would better work bob,thought would like work liddi campaign best,en,English,1
118f0b85c6,work seen museum attach cathedr admiss around peseta,museum attach cathedr art,en,English,0
ffb2164b76,مسلح افواج کا ایک حصہ تعمیراتی بٹالین ہےجس کو فوری طور پر سی بی کو مختصر کیا گیا تھا,تعمیراتی بٹلین مسلح افواج کی سب سے اہم شاخوں میں سے ایک ہے,ur,Urdu,1
58b6abf5a1,right wrong america seen global prime mover head cheerlead blame excess start pay offici attent,america alon respons excess global movement,en,English,1
f992a6a6f9,forgotten adrin,didnt rememb adrin,en,English,0
c57370bb9b,base year data actual receipt outlay data last complet fiscal year,base year data actual receipt outlay data,en,English,0
2fcb644a17,warum universitt beendet nie bcher geles les,colleg abgeschloss,de,German,0
9b2e2e45c5,central section tino littl interest make way hill pretti villag pyrgo fame school marbl carv,find school marbl carv villag pyrgo,en,English,0
58c2fec1d9,pray seat mademoisell,pleas everyon seat,en,English,1
314d8a109b,ive live life im fifti eight year old could,live place fifti eight year,en,English,0
b999be3804,,,hi,Hindi,2
7cc6a7dbe1,horror lector western embarg cit men vez context amenaz enterr amric,hech amenaz enterr amric vari vec,es,Spanish,2
7dade6ec59,oh yeah mine uh purebr keep,mine mix breed,en,English,2
73d4e55972,kwa njia hiiimla ya jina mara na nyinginezo inatakiwa kuwa katika nama moja na zingine,imla ya majina ilimfunga mtu aliyeanzisha,sw,Swahili,2
0ef28055dd,khn ngoan thng thng nhc ragtime tip tc bin ng,thanh nin tr tui khng bit nhc ragtime,vi,Vietnamese,1
3be37fafa7,on drt deiikliin yrrle girmesiyle bir anayasal devrimin eiinde bulunduk,anayasa zaman ok istikrarlyd asla gerek bir kriz gstermedi,tr,Turkish,2
b0535fe361,tommy franks mkuu wa amri kuu centcom alituambia kuwa rais hakuwa na furaha,kulikuwa na mabadiliko kadhaa ya hivi karibuni rais akamwekelea lawama jenerali frank,sw,Swahili,1
179b0e83de,interpret provid apalrc,interpret distribut even male femal ratio,en,English,1
e96876bb6b,think biggest problem realli dont dont realli need stuff nicer look cloth expens nice tailor cloth,cost nice tailor cloth dont need,en,English,0
53efaef5ca,put like ad confidenti tommi nobodi could boggl expens nobodi great thing,peopl boggl expens,en,English,2
41dd393894,constrain law regul formul congress two centuri,law constrain,en,English,2
